Id,Degree,Eccentricity,closnesscentrality,betweenesscentrality,modularity_class
92456,2,2,0.666667,24,51
88257,2,1,1,13,51
17437,1,0,0,0,51
8527,1,33,0.056358,0,52
13431,2,32,0.058193,38,52
76545,2,31,0.060163,74,52
73877,2,30,0.062284,108,52
93100,2,29,0.064576,140,52
30513,2,28,0.067061,170,52
87112,4,27,0.069767,231,52
18368,2,26,0.070455,248,52
53968,2,25,0.07335,270,52
57676,2,24,0.076517,290,52
3018,2,23,0.08,308,52
85084,2,22,0.083851,324,52
96285,2,21,0.088136,338,52
65860,2,20,0.092937,350,52
55124,2,19,0.098361,360,52
44944,2,18,0.104545,368,52
18281,2,17,0.111675,374,52
89233,2,16,0.12,378,52
81536,2,15,0.12987,380,52
8970,2,14,0.141791,380,52
15351,2,13,0.156522,378,52
66252,4,12,0.175258,391,52
6924,2,14,0.146341,0,53
70735,2,13,0.135922,14,53
29789,2,12,0.146067,26,53
67693,2,10,0.171875,99,53
51119,2,9,0.188679,100,53
87987,2,8,0.209302,99,53
95742,3,7,0.235294,104,53
92265,2,6,0.269231,98,53
45663,3,5,0.315789,252,53
91778,2,4,0.384615,215,53
10251,2,3,0.5,176,53
27146,2,4,0.4,4,54
27666,2,3,0.5,6,54
21190,2,2,0.666667,6,54
94954,2,1,1,4,54
69071,2,0,0,0,54
67020,1,20,0.09375,0,55
53769,2,19,0.098522,20,55
46403,2,18,0.103825,38,55
75173,2,17,0.109756,54,55
45119,2,16,0.116438,68,55
10995,2,15,0.124031,80,55
47310,2,14,0.132743,90,55
68312,2,13,0.142857,98,55
28298,2,12,0.154762,104,55
76125,2,11,0.169014,108,55
34509,2,10,0.186441,110,55
37053,2,9,0.208333,110,55
15551,2,8,0.236842,108,55
43457,3,7,0.275862,104,55
91349,2,6,0.285714,84,55
32440,2,5,0.333333,75,55
16318,2,4,0.4,64,55
49360,2,3,0.5,51,55
32816,2,2,0.666667,36,55
2112,2,1,1,19,55
47308,3,0,0,0,55
4608,1,22,0.089552,0,56
54454,2,21,0.094262,23,56
7371,2,20,0.099548,44,56
45888,3,19,0.105528,63,56
89064,2,18,0.106742,76,56
31574,2,17,0.113208,90,56
39006,2,16,0.120567,102,56
7694,2,15,0.129032,112,56
58696,2,14,0.138889,120,56
65674,2,13,0.150538,126,56
41560,3,12,0.164557,130,56
17477,2,11,0.166667,121,56
77294,2,10,0.181818,120,56
30792,2,9,0.2,117,56
35083,2,8,0.222222,112,56
78821,2,7,0.25,105,56
48820,2,6,0.285714,96,56
74039,2,5,0.333333,85,56
73311,2,4,0.4,72,56
43574,2,3,0.5,57,56
76109,2,2,0.666667,40,56
14385,2,1,1,21,56
38350,1,0,0,0,56
69548,1,23,0.084211,0,57
30494,2,22,0.088123,23,57
3072,2,21,0.092437,44,57
82837,2,20,0.097222,63,57
58538,2,19,0.102564,80,57
72725,2,18,0.108571,95,57
61404,2,17,0.115385,108,57
86516,2,16,0.123188,119,57
17507,3,15,0.132231,128,57
78361,2,14,0.133333,126,57
40852,2,13,0.142857,130,57
37450,2,12,0.153846,132,57
54142,2,11,0.166667,132,57
97658,2,10,0.181818,130,57
60981,2,9,0.2,126,57
93044,2,8,0.222222,120,57
76486,2,7,0.25,112,57
30812,2,6,0.285714,102,57
69361,2,5,0.333333,90,57
98368,2,4,0.4,76,57
57253,2,3,0.5,60,57
12351,2,2,0.666667,42,57
90918,2,1,1,22,57
8412,2,0,0,0,57
75979,1,21,0.100806,0,58
39495,2,19,0.110553,154,58
33367,3,18,0.118644,168,58
50510,2,2,0.666667,18,58
99732,2,1,1,10,58
62708,1,12,0.1625,0,59
72502,3,11,0.179104,12,59
59569,2,10,0.181818,20,59
67076,2,9,0.2,27,59
51686,2,8,0.222222,32,59
21259,2,7,0.25,35,59
47587,2,6,0.285714,36,59
31040,2,5,0.333333,35,59
62625,2,4,0.4,32,59
44361,2,3,0.5,27,59
22920,2,2,0.666667,20,59
63784,2,1,1,11,59
74236,4,0,0,0,59
80835,2,15,0.125,30,60
91746,2,14,0.133333,42,60
42325,2,13,0.142857,52,60
49464,2,12,0.153846,60,60
48971,2,11,0.166667,66,60
56040,2,10,0.181818,70,60
40932,2,9,0.2,72,60
53019,2,8,0.222222,72,60
34339,2,7,0.25,70,60
37902,2,6,0.285714,66,60
85056,2,5,0.333333,60,60
81037,2,4,0.4,52,60
70898,3,3,0.5,48,60
2296,2,2,0.666667,34,60
25300,2,1,1,18,60
71830,1,0,0,0,60
6575,1,7,0.25,0,61
36913,2,6,0.285714,6,61
77224,2,5,0.333333,10,61
86009,2,4,0.4,12,61
61959,2,3,0.5,12,61
24431,2,2,0.666667,10,61
35997,2,1,1,6,61
97967,1,0,0,0,61
10530,2,21,0.085106,24,62
55313,2,20,0.089147,46,62
66220,2,19,0.093617,66,62
84619,2,18,0.098592,84,62
14263,2,17,0.104167,100,62
68873,2,16,0.110465,114,62
43587,2,15,0.117647,126,62
78087,2,14,0.125926,136,62
90271,2,13,0.135593,144,62
54636,2,12,0.147059,150,62
79646,2,11,0.16092,154,62
26229,3,10,0.178082,156,62
51093,2,9,0.183333,143,62
30246,2,8,0.204082,140,62
60246,2,7,0.230769,135,62
72273,2,6,0.266667,128,62
93995,2,5,0.318182,119,62
51265,2,4,0.4,108,62
80558,3,3,0.555556,95,62
42159,2,0,0,0,53
83723,1,10,0.160494,0,63
86035,2,9,0.176471,12,63
94786,2,8,0.196429,22,63
98271,2,7,0.222222,30,63
55301,2,6,0.257143,36,63
90114,2,5,0.307692,40,63
5124,3,4,0.388889,42,63
35718,2,3,0.454545,35,63
54402,3,2,0.666667,32,63
45420,2,1,1,9,63
72548,1,0,0,0,63
97235,1,23,0.07984,0,64
68757,2,22,0.084599,39,64
63487,3,21,0.090047,76,64
86426,3,20,0.09375,108,64
30585,2,19,0.090116,124,64
61992,2,18,0.095847,150,64
96851,2,17,0.102473,174,64
81069,4,16,0.110236,420,64
70309,3,1,1,17,64
76733,1,0,0,0,64
54101,1,9,0.2,0,65
94110,2,8,0.222222,8,65
62900,2,7,0.25,14,65
38006,2,6,0.285714,18,65
14362,2,5,0.333333,20,65
3198,2,4,0.4,20,65
83975,2,3,0.5,18,65
62820,2,2,0.666667,14,65
60647,2,1,1,8,65
1803,1,7,0.25,0,66
23233,2,6,0.285714,6,66
29204,2,5,0.333333,10,66
59325,2,4,0.4,12,66
85609,2,3,0.5,12,66
70190,2,2,0.666667,10,66
66801,2,1,1,6,66
5623,1,0,0,0,66
86653,2,16,0.118421,0,67
62268,2,15,0.119403,16,67
5592,2,14,0.127119,30,67
79121,2,13,0.135922,42,67
91754,3,12,0.146067,78,67
60081,3,11,0.157895,96,67
42913,3,10,0.171875,110,67
16332,2,9,0.188679,110,67
19236,2,8,0.209302,108,67
61887,2,7,0.235294,104,67
73655,2,6,0.269231,98,67
66317,2,5,0.315789,90,67
35149,2,4,0.384615,80,67
24117,2,3,0.5,68,67
11278,3,2,0.75,54,67
70654,2,1,1,19,67
91992,1,0,0,0,67
30021,2,21,0.097872,0,68
61751,2,20,0.099057,21,68
20221,3,19,0.104712,40,68
10651,2,18,0.105263,54,68
8851,2,17,0.111111,68,68
53683,2,16,0.117647,80,68
35565,2,15,0.125,90,68
96075,2,14,0.133333,98,68
61659,2,13,0.142857,104,68
38980,2,12,0.153846,108,68
2876,2,11,0.166667,110,68
50546,2,10,0.181818,110,68
30394,2,9,0.2,108,68
43168,3,8,0.222222,112,68
81651,2,7,0.25,105,68
2404,2,6,0.285714,96,68
9444,2,5,0.333333,85,68
35206,2,4,0.4,72,68
76617,2,3,0.5,57,68
83006,3,2,0.666667,42,68
63137,1,25,0.079545,0,105
93720,2,24,0.083951,34,105
86247,2,23,0.088949,66,105
65522,2,22,0.094675,96,105
41859,3,21,0.101307,155,105
19598,2,20,0.109091,180,105
89338,2,19,0.118367,203,105
55794,2,18,0.12963,224,105
16531,4,17,0.143617,699,105
63539,4,16,0.139073,726,105
36542,2,4,0.4,148,105
44727,2,3,0.5,114,105
72995,1,24,0.077333,0,69
12165,2,23,0.080925,28,69
18207,2,22,0.084906,54,69
90949,2,20,0.09434,175,69
44381,2,19,0.1,192,69
35414,2,18,0.106481,207,69
2458,2,17,0.11399,220,69
70497,2,16,0.122807,231,69
23759,2,15,0.133333,240,69
41351,2,14,0.146154,247,69
24386,2,13,0.162162,252,69
78814,3,12,0.182796,255,69
63797,2,11,0.166667,176,69
83388,2,10,0.181818,170,69
57071,2,9,0.2,162,69
41233,2,8,0.222222,152,69
11053,3,7,0.25,147,69
14713,2,6,0.285714,132,69
68655,2,5,0.333333,115,69
3997,2,4,0.4,96,69
32321,2,3,0.5,75,69
67729,2,2,0.666667,52,69
73724,2,1,1,27,69
31571,1,0,0,0,69
66655,1,9,0.2,0,70
13256,2,8,0.222222,8,70
94014,2,7,0.25,14,70
39984,2,6,0.285714,18,70
99976,3,5,0.333333,25,70
38617,2,4,0.4,24,70
38850,2,3,0.5,21,70
78036,3,2,0.666667,18,70
77455,2,1,1,10,70
38884,1,0,0,0,70
17467,1,23,0.083333,0,71
11115,2,22,0.087121,23,71
53506,2,21,0.091286,44,71
38484,2,20,0.09589,63,71
48932,3,19,0.10101,100,71
29279,2,18,0.106742,114,71
74520,2,17,0.113208,126,71
83797,2,16,0.120567,136,71
38061,2,15,0.129032,144,71
68369,3,14,0.138889,165,71
90921,2,13,0.150538,168,71
98984,6,12,0.164557,325,71
37783,1,14,0.140496,0,72
17074,2,13,0.153846,16,72
54093,2,12,0.170455,30,72
53900,2,11,0.191781,42,72
66052,4,10,0.220339,52,72
34009,3,9,0.217391,50,72
65799,2,8,0.222222,48,72
20256,2,7,0.25,49,72
18636,2,6,0.285714,48,72
51771,2,5,0.333333,45,72
28347,2,4,0.4,40,72
51941,2,3,0.5,33,72
81059,2,2,0.666667,24,72
26683,2,1,1,13,72
88162,1,0,0,0,72
84673,2,3,0.5,6,73
38050,2,2,0.666667,6,73
61533,2,1,1,4,73
58132,1,0,0,0,73
87802,2,8,0.219512,36,74
8016,2,7,0.25,40,74
12720,2,6,0.291667,42,74
78913,2,5,0.352941,42,74
11621,2,3,0.5,153,43
81373,2,2,0.666667,104,43
97183,3,1,1,54,43
32332,1,13,0.137255,0,75
90173,2,12,0.147727,13,75
45901,2,11,0.16,24,75
66387,2,10,0.174603,33,75
74018,2,9,0.192308,40,75
13598,2,8,0.214286,45,75
21918,2,7,0.242424,48,75
49200,2,6,0.28,49,75
10970,2,5,0.333333,48,75
7324,2,4,0.416667,45,75
45434,3,3,0.571429,40,75
97457,2,2,0.666667,22,75
51396,2,1,1,12,75
24625,1,0,0,0,75
96243,1,16,0.116438,0,76
83764,2,15,0.124031,16,76
18300,2,14,0.132743,30,76
69678,2,13,0.142857,42,76
32080,2,12,0.154762,52,76
80457,2,11,0.169014,60,76
17975,2,10,0.186441,66,76
77655,2,9,0.208333,70,76
60767,3,8,0.236842,90,76
8013,3,7,0.275862,88,76
7219,2,6,0.285714,72,76
35898,2,5,0.333333,65,76
88380,2,4,0.4,56,76
93167,2,3,0.5,45,76
54478,2,2,0.666667,32,76
19339,2,1,1,17,76
37559,1,0,0,0,76
37736,1,20,0.090909,0,77
17520,2,19,0.095652,22,77
15390,2,18,0.100962,42,77
78316,2,17,0.106952,60,77
12944,2,16,0.113772,76,77
32800,2,15,0.121622,90,77
93477,2,14,0.130769,102,77
60887,2,13,0.141593,112,77
26066,2,12,0.154639,120,77
8561,3,11,0.170732,126,77
39697,2,10,0.176471,120,77
22726,2,9,0.196429,121,77
56572,2,8,0.222222,120,77
40279,2,7,0.257143,117,77
33748,2,6,0.307692,112,77
96025,3,5,0.388889,105,77
7000,2,4,0.4,64,77
16849,2,3,0.5,51,77
67187,2,2,0.666667,36,77
18710,2,1,1,19,77
45344,1,0,0,0,77
57957,1,6,0.285714,0,78
12153,2,5,0.333333,5,78
53961,3,4,0.4,40,78
48129,2,3,0.5,33,78
88109,2,2,0.666667,24,78
74886,2,1,1,13,78
78046,1,0,0,0,78
89745,2,16,0.1125,482,79
76622,2,16,0.113924,462,79
58861,2,16,0.115385,442,79
81066,2,16,0.116883,422,79
83553,2,16,0.118421,402,79
35590,2,16,0.12,382,79
49865,2,16,0.121622,362,79
39315,2,16,0.123288,342,79
38691,3,16,0.125,322,79
51180,2,17,0.113208,263,79
38948,2,16,0.11465,243,79
44849,2,16,0.116129,223,79
20829,2,16,0.117647,203,79
89768,2,16,0.119205,183,79
58656,3,16,0.120805,163,79
37810,1,0,0,0,79
66491,1,16,0.105263,0,44
7353,2,15,0.112299,21,44
27135,2,14,0.120482,40,44
73088,2,13,0.130137,57,44
57027,2,12,0.141732,72,44
66271,2,11,0.155963,85,44
42307,2,10,0.173913,96,44
86129,3,9,0.197368,105,44
87824,2,8,0.213115,104,44
3779,2,7,0.25,108,44
96988,2,5,0.333333,220,44
41179,2,4,0.4,180,44
44140,2,3,0.5,138,44
84287,2,2,0.666667,94,44
25437,2,1,1,48,44
81781,1,0,0,0,44
28940,2,23,0.077586,54,80
12981,2,22,0.080997,78,80
6151,2,21,0.084746,100,80
68385,2,20,0.088889,120,80
74694,2,19,0.093496,138,80
13742,2,18,0.098655,154,80
54513,3,17,0.104478,189,80
40834,2,16,0.111111,200,80
59871,2,15,0.11875,209,80
79507,2,14,0.12766,216,80
21985,2,13,0.138211,221,80
4049,2,12,0.150943,224,80
29682,4,11,0.166667,240,80
42243,2,10,0.173333,221,80
8330,2,9,0.193548,216,80
17402,3,8,0.22,209,80
98783,2,7,0.230769,180,80
37726,2,6,0.266667,168,80
79165,2,5,0.318182,154,80
18968,2,4,0.4,138,80
12230,3,3,0.555556,120,80
43357,2,2,0.666667,50,80
93241,2,1,1,26,80
48785,1,0,0,0,80
53924,1,7,0.25,0,81
10366,2,6,0.285714,6,81
59780,2,5,0.333333,10,81
68229,2,4,0.4,12,81
49110,2,3,0.5,12,81
66828,2,2,0.666667,10,81
59055,2,1,1,6,81
87866,1,0,0,0,81
99599,1,10,0.181818,0,82
21345,2,9,0.203704,11,82
99572,3,8,0.232558,20,82
91149,2,7,0.242424,24,82
75500,2,6,0.28,28,82
43232,2,5,0.333333,30,82
17432,2,4,0.416667,30,82
12169,3,3,0.571429,28,82
25137,3,2,0.666667,18,82
26806,2,1,1,10,82
8145,1,0,0,0,82
36934,1,31,0.058737,0,83
58988,2,30,0.060842,39,83
17333,3,29,0.063123,114,83
75770,2,28,0.065603,148,83
8777,2,27,0.068311,180,83
17637,2,26,0.071283,210,83
75265,2,25,0.074561,238,83
93281,2,24,0.078199,264,83
37765,2,23,0.082262,288,83
16964,2,22,0.086835,310,83
39551,2,21,0.092025,330,83
29925,2,20,0.097973,348,83
71341,2,19,0.104869,364,83
7945,2,18,0.112971,378,83
23952,2,17,0.122642,390,83
97767,2,16,0.134409,400,83
46166,2,15,0.149068,408,83
45173,2,14,0.167883,414,83
95874,5,13,0.192982,440,83
98724,2,11,0.171429,300,83
97311,2,10,0.189655,286,83
33237,2,9,0.212766,270,83
30982,1,0,0,0,83
36304,1,17,0.095652,0,84
51292,2,16,0.100962,21,84
91042,2,15,0.106952,40,84
70478,2,14,0.113772,57,84
50147,2,13,0.121622,72,84
5260,2,12,0.130769,85,84
90561,2,11,0.141593,96,84
38345,2,10,0.154639,105,84
91029,2,9,0.170732,112,84
60454,2,8,0.191176,117,84
97988,2,7,0.218182,120,84
88140,2,6,0.255814,121,84
3257,2,5,0.3125,120,84
49032,3,4,0.409091,117,84
57717,2,3,0.5,42,84
33693,2,2,0.666667,30,84
6015,2,1,1,16,84
65842,1,0,0,0,84
71389,1,7,0.25,0,85
98593,2,6,0.285714,6,85
16410,2,5,0.333333,10,85
64139,2,4,0.4,12,85
3602,3,3,0.5,15,85
83775,2,2,0.666667,12,85
60985,2,1,1,7,85
81728,1,0,0,0,85
90014,1,15,0.125,0,86
62569,2,14,0.133333,14,86
22430,2,13,0.142857,26,86
90489,2,12,0.153846,36,86
50956,2,11,0.166667,44,86
44571,2,10,0.181818,50,86
93445,2,9,0.2,54,86
77303,2,8,0.222222,56,86
34506,2,7,0.25,56,86
71894,2,6,0.285714,54,86
74549,2,5,0.333333,50,86
22779,2,4,0.4,44,86
23668,2,3,0.5,36,86
69943,2,2,0.666667,26,86
15230,2,1,1,14,86
93669,2,0,0,0,86
52443,2,20,0.101562,0,87
70976,2,19,0.100437,23,87
46247,2,18,0.106796,44,87
24830,2,17,0.11413,63,87
69251,3,16,0.122699,80,87
28283,2,15,0.119718,85,87
99486,2,14,0.128,96,87
54973,2,13,0.137615,105,87
67386,2,12,0.148936,112,87
91759,2,11,0.1625,117,87
60161,2,10,0.179104,120,87
83770,2,9,0.2,121,87
62400,2,8,0.227273,120,87
50972,2,7,0.264706,117,87
93008,3,6,0.32,112,87
12003,2,5,0.352941,90,87
36513,3,4,0.454545,80,87
61389,2,3,0.5,51,87
3761,2,2,0.666667,36,87
32537,2,1,1,19,87
15370,1,0,0,0,87
80784,2,6,0.333333,0,88
72972,2,5,0.333333,5,88
13242,2,4,0.4,8,88
1703,2,3,0.5,9,88
10893,2,2,0.666667,8,88
1544,2,1,1,5,88
12867,3,18,0.105263,36,89
69574,2,17,0.111111,51,89
25261,2,16,0.117647,64,89
49192,2,15,0.125,75,89
21515,2,14,0.133333,84,89
44521,2,13,0.142857,91,89
54897,2,12,0.153846,96,89
13760,2,11,0.166667,99,89
70653,2,10,0.181818,100,89
59062,2,9,0.2,99,89
95306,2,8,0.222222,96,89
50816,2,7,0.25,91,89
85761,2,6,0.285714,84,89
72789,2,5,0.333333,75,89
91246,2,4,0.4,64,89
74838,2,3,0.5,51,89
861,2,2,0.666667,36,89
18994,2,1,1,19,89
20521,4,5,0.45,0,90
29078,3,4,0.4,8,90
68493,2,3,0.5,9,90
63057,2,2,0.666667,8,90
94529,2,1,1,5,90
87363,1,0,0,0,90
67929,1,24,0.080119,0,91
31896,2,23,0.083871,26,91
25549,2,22,0.088028,50,91
97407,3,21,0.092664,96,91
18846,2,20,0.097872,115,91
74686,2,19,0.103774,132,91
94614,2,18,0.110526,147,91
54811,2,17,0.118343,160,91
34750,2,16,0.127517,171,91
13805,2,15,0.138462,180,91
12611,2,14,0.151786,187,91
27615,4,13,0.168421,192,91
26449,2,12,0.153846,156,91
49249,2,11,0.166667,154,91
94792,2,10,0.181818,150,91
49559,2,9,0.2,144,91
38219,2,8,0.222222,136,91
79880,2,7,0.25,126,91
95199,2,6,0.285714,114,91
49008,2,5,0.333333,100,91
39757,2,4,0.4,84,91
88459,2,3,0.5,66,91
61572,2,2,0.666667,46,91
21062,2,1,1,24,91
20954,2,0,0,0,91
72845,1,12,0.144444,0,92
37069,2,11,0.155844,12,92
69589,2,10,0.169231,22,92
11065,2,9,0.185185,30,92
12781,2,8,0.204545,36,92
43662,3,7,0.228571,56,92
99906,2,6,0.259259,56,92
44284,2,5,0.3,54,92
43776,2,4,0.357143,50,92
20538,2,3,0.444444,44,92
71196,2,2,0.6,36,92
55074,1,16,0.117647,0,93
30096,2,15,0.125,15,93
1547,2,14,0.133333,28,93
66731,2,13,0.142857,39,93
41489,2,12,0.153846,48,93
43234,2,11,0.166667,55,93
33196,2,10,0.181818,60,93
40966,2,9,0.2,63,93
30999,2,8,0.222222,64,93
11643,2,7,0.25,63,93
21514,2,6,0.285714,60,93
82979,2,5,0.333333,55,93
82789,2,4,0.4,48,93
89642,3,3,0.5,42,93
90318,2,2,0.666667,30,93
83856,3,27,0.067698,70,94
44465,2,26,0.070539,102,94
78041,2,25,0.073661,132,94
72024,2,24,0.077108,160,94
43935,2,23,0.08094,186,94
28835,2,22,0.085227,210,94
25453,2,21,0.090062,232,94
93942,2,20,0.095563,252,94
81257,2,19,0.101887,270,94
43430,2,18,0.109244,286,94
65389,3,17,0.117925,300,94
57527,2,16,0.122995,299,94
28739,2,15,0.134146,308,94
1780,2,14,0.147887,315,94
57609,2,13,0.165289,320,94
99433,3,12,0.188119,323,94
41725,3,11,0.197531,288,94
18844,2,4,0.4,76,94
69113,2,3,0.5,60,94
48492,2,2,0.666667,42,94
1863,2,1,1,22,94
58760,1,0,0,0,94
30414,1,8,0.222222,0,95
9474,2,7,0.25,7,95
7335,2,6,0.285714,12,95
26734,2,5,0.333333,15,95
37201,2,4,0.4,16,95
585,2,3,0.5,15,95
25904,2,2,0.666667,12,95
89848,2,1,1,7,95
49243,1,0,0,0,95
66276,1,14,0.133333,0,96
52804,2,13,0.142857,13,96
60810,2,12,0.153846,24,96
47854,2,11,0.166667,33,96
7174,2,10,0.181818,40,96
96420,2,9,0.2,45,96
42387,2,8,0.222222,48,96
78463,2,7,0.25,49,96
38020,2,6,0.285714,48,96
47073,2,5,0.333333,45,96
38846,2,4,0.4,40,96
43943,2,3,0.5,33,96
69874,2,2,0.666667,24,96
42840,2,1,1,13,96
21099,2,0,0,0,96
82940,2,24,0.081395,0,97
44063,2,23,0.082278,26,97
20989,2,22,0.086207,50,97
75669,3,21,0.090566,96,97
96064,2,20,0.095436,115,97
8473,2,19,0.100917,132,97
76292,2,18,0.107143,147,97
43443,3,17,0.114286,160,97
40102,2,16,0.116129,162,97
86300,2,15,0.124088,170,97
6129,2,14,0.133333,176,97
55736,3,13,0.144231,195,97
63383,2,12,0.157303,196,97
34606,2,11,0.173333,195,97
25950,2,10,0.193548,192,97
20460,2,9,0.22,187,97
31255,4,8,0.25641,210,97
83337,2,18,0.114943,0,98
74745,2,17,0.111111,17,98
40699,2,16,0.117647,32,98
78698,2,15,0.125,45,98
83088,2,14,0.133333,56,98
98787,2,13,0.142857,65,98
92364,2,12,0.153846,72,98
76530,2,11,0.166667,77,98
95356,2,10,0.181818,80,98
83188,2,9,0.2,81,98
95081,2,8,0.222222,80,98
63410,2,7,0.25,77,98
14333,2,6,0.285714,72,98
4543,2,5,0.333333,65,98
15608,2,4,0.4,56,98
89522,2,3,0.5,45,98
73433,2,2,0.666667,32,98
4957,2,1,1,17,98
80809,1,0,0,0,98
66575,2,5,0.388889,0,99
74350,2,4,0.4,4,99
63025,2,3,0.5,6,99
65384,2,2,0.666667,6,99
64164,2,1,1,4,99
45508,1,0,0,0,99
40414,1,11,0.166667,0,100
17728,2,10,0.181818,10,100
53288,2,9,0.2,18,100
60620,2,8,0.222222,24,100
99477,2,7,0.25,28,100
83886,2,6,0.285714,30,100
68594,2,5,0.333333,30,100
48630,2,4,0.4,28,100
21745,2,3,0.5,24,100
23454,2,2,0.666667,18,100
95221,2,1,1,10,100
36393,1,0,0,0,100
42869,3,8,0.243243,18,101
59493,2,7,0.25,21,101
90194,2,6,0.285714,24,101
66534,2,5,0.333333,25,101
38630,2,4,0.4,24,101
852,2,3,0.5,21,101
67865,2,2,0.666667,16,101
7642,2,1,1,9,101
84717,2,0,0,0,101
3074,1,23,0.092409,0,46
41042,2,22,0.098182,27,46
56979,3,21,0.104839,52,46
32050,2,20,0.104072,69,46
64512,2,19,0.111111,88,46
3265,3,1,1,20,46
52284,1,0,0,0,46
61307,1,15,0.125,0,102
53356,2,14,0.133333,14,102
43090,2,13,0.142857,26,102
30479,2,12,0.153846,36,102
1934,2,11,0.166667,44,102
55113,2,10,0.181818,50,102
31700,2,9,0.2,54,102
82498,2,8,0.222222,56,102
71296,2,7,0.25,56,102
18893,2,6,0.285714,54,102
88377,2,5,0.333333,50,102
25097,2,4,0.4,44,102
66126,2,3,0.5,36,102
22943,2,2,0.666667,26,102
21667,2,1,1,14,102
57755,1,0,0,0,102
47112,3,26,0.078891,0,103
26756,2,25,0.07243,31,103
24505,2,24,0.075567,60,103
12151,2,23,0.079019,87,103
85247,3,22,0.08284,112,103
58780,2,21,0.083871,130,103
65653,2,20,0.088028,150,103
43460,2,19,0.092664,168,103
54979,2,18,0.097872,184,103
7843,2,17,0.103774,198,103
70146,2,16,0.110526,210,103
57962,2,15,0.118343,220,103
97702,2,14,0.127517,228,103
80548,2,13,0.138462,234,103
78580,2,12,0.151786,238,103
11744,2,11,0.168421,240,103
76821,2,10,0.189873,240,103
25590,4,9,0.21875,238,103
98849,2,8,0.204082,180,103
68327,2,7,0.230769,171,103
87906,2,6,0.266667,160,103
43657,2,5,0.318182,147,103
29320,2,4,0.4,132,103
43101,3,3,0.555556,115,103
30846,2,10,0.193548,12,97
24516,2,9,0.22,22,97
69986,2,7,0.25,154,97
10272,2,6,0.285714,138,97
90755,2,5,0.333333,120,97
40124,2,4,0.4,100,97
79304,2,3,0.5,78,97
38029,2,2,0.666667,54,97
63612,2,1,1,28,97
69009,1,0,0,0,97
24713,2,2,0.666667,6,126
99086,2,1,1,4,126
70064,2,0,0,0,126
1881,1,19,0.1,0,104
1160,2,18,0.105263,18,104
99290,2,17,0.111111,34,104
77152,2,16,0.117647,48,104
87356,2,15,0.125,60,104
43332,2,14,0.133333,70,104
17544,2,13,0.142857,78,104
11898,2,12,0.153846,84,104
74204,2,11,0.166667,88,104
32395,2,10,0.181818,90,104
36210,2,9,0.2,90,104
21107,2,8,0.222222,88,104
57127,2,7,0.25,84,104
20072,2,6,0.285714,78,104
94321,2,5,0.333333,70,104
22384,2,4,0.4,60,104
48922,2,3,0.5,48,104
27718,2,2,0.666667,34,104
62506,2,1,1,18,104
57867,1,0,0,0,104
88072,2,24,0.085165,0,105
36589,2,23,0.087087,29,105
23417,2,22,0.092105,56,105
34244,2,21,0.097826,81,105
78979,2,20,0.104418,104,105
85815,2,19,0.112108,125,105
42219,2,18,0.121212,144,105
31585,3,17,0.132184,161,105
89298,2,15,0.125,525,105
87626,3,14,0.133333,560,105
12638,2,13,0.142857,533,105
39075,2,12,0.153846,504,105
52740,2,11,0.166667,473,105
77720,2,10,0.181818,440,105
94429,2,9,0.2,405,105
40391,2,8,0.222222,368,105
10355,2,7,0.25,329,105
650,2,6,0.285714,288,105
10742,2,5,0.333333,245,105
69311,2,4,0.4,200,105
39104,2,3,0.5,153,105
42431,2,2,0.666667,104,105
91066,2,1,1,53,105
14063,2,0,0,0,105
86308,1,13,0.142857,0,106
3116,2,12,0.153846,12,106
34021,2,11,0.166667,22,106
42084,2,10,0.181818,30,106
15668,2,9,0.2,36,106
23963,2,8,0.222222,40,106
71148,2,7,0.25,42,106
93234,2,6,0.285714,42,106
2205,2,5,0.333333,40,106
40109,2,4,0.4,36,106
43835,2,3,0.5,30,106
76615,2,2,0.666667,22,106
87566,2,1,1,12,106
29189,1,0,0,0,106
23232,1,2,0.666667,0,107
60915,22,1,1,31,107
35644,1,2,0.666667,0,107
2655,1,2,0.666667,0,107
80869,1,2,0.666667,0,107
93517,2,2,0.666667,0,107
70604,1,2,0.666667,0,107
8416,1,2,0.666667,0,107
10961,1,2,0.666667,0,107
94595,1,2,0.666667,0,107
92723,1,2,0.666667,0,107
42757,1,2,0.666667,0,107
7839,1,2,0.666667,0,107
27288,1,2,0.666667,0,107
60563,1,2,0.666667,0,107
54214,1,2,0.666667,0,107
19085,1,2,0.666667,0,107
68704,1,2,0.666667,0,107
70496,2,2,0.666667,12,107
89900,1,2,0.666667,0,107
38474,1,2,0.666667,0,107
10631,1,1,1,0,184
92564,28,0,0,0,184
57817,1,1,1,0,184
55724,1,1,1,0,184
63602,1,1,1,0,184
84372,1,1,1,0,184
95345,1,1,1,0,184
80993,1,1,1,0,184
76134,1,1,1,0,184
62294,3,1,1,2,184
5507,1,1,1,0,184
93986,1,1,1,0,184
49814,1,1,1,0,184
83018,2,1,1,1,184
36116,1,1,1,0,184
17781,1,1,1,0,184
44101,1,1,1,0,184
33175,1,1,1,0,184
90281,1,1,1,0,184
42882,1,1,1,0,184
28227,1,1,1,0,184
39887,1,1,1,0,184
24822,1,1,1,0,184
86090,1,1,1,0,184
95494,1,1,1,0,184
89962,1,1,1,0,184
91855,1,1,1,0,184
